# ----------------------------------------
# Bike MS - Luminate Pages
# Landing Pages
# 20160401-20171214
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Bike Registration - Join Team from Team Page (Goal 4 Conversion Rate),Bike Registration - Join Team from Team Page (Goal 4 Completions),Bike Registration - Join Team from Team Page (Goal 4 Value)
/site/Donation2?idb=604841603&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15076015&55820.donation=form1&PROXY_TYPE=20,9,77.78%,7,66.67%,1.67,00:01:05,0.00%,0,$0.00
/site/Donation2?idb=610786827&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=10773690&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,44.44%,4,44.44%,2.11,00:01:59,0.00%,0,$0.00
/site/Donation2?idb=617927936&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=14616860&PROXY_TYPE=20&55825.donation=form1,9,100.00%,9,0.00%,3.22,00:08:42,0.00%,0,$0.00
/site/Donation2?idb=627410588&57826.donation=completed&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15546337&PROXY_TYPE=20&idb=627410588,9,0.00%,0,0.00%,1.11,00:02:50,0.00%,0,$0.00
/site/Donation2?idb=637385464&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15540586&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,77.78%,7,88.89%,1.33,00:00:12,0.00%,0,$0.00
/site/Donation2?idb=639081762&df_id=56011&FR_ID=27171&mfc_pref=T&PROXY_ID=15457603&PROXY_TYPE=20&56011.donation=form1&df_id=56011&idb=243244025&FR_ID=27171&PROXY_ID=15457603&56011.donation=root&PROXY_TYPE=20&mfc_pref=T,9,33.33%,3,33.33%,2.44,00:03:36,0.00%,0,$0.00
/site/Donation2?idb=65959756&df_id=56599&FR_ID=27690&mfc_pref=T&PROXY_ID=14883409&PROXY_TYPE=20&56599.donation=form1,9,55.56%,5,0.00%,2.22,00:03:00,0.00%,0,$0.00
/site/Donation2?idb=66301153&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=12368723&PROXY_TYPE=20&NONCE_TOKEN=68B8DE8E23C67075433E3A7453B6102A&idb=1171850928,9,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=663236788&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=11221936&PROXY_TYPE=20,9,88.89%,8,55.56%,2.00,00:02:33,0.00%,0,$0.00
/site/Donation2?idb=664042844&df_id=57196&FR_ID=27923&mfc_pref=T&PROXY_ID=13551567&PROXY_TYPE=20&57196.donation=form1&s_subsrc=:sub_source&s_src=boundlessfundraising,9,33.33%,3,88.89%,1.22,00:00:19,0.00%,0,$0.00
/site/Donation2?idb=670733519&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=14471364&PROXY_TYPE=20&df_id=58231&idb=1993805033&58231.donation=root&FR_ID=28894&PROXY_ID=14471364&PROXY_TYPE=20&mfc_pref=T,9,88.89%,8,11.11%,2.33,00:07:53,0.00%,0,$0.00
/site/Donation2?idb=687960378&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=5187025&PROXY_TYPE=20&55822.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,9,88.89%,8,55.56%,1.78,00:01:40,0.00%,0,$0.00
/site/Donation2?idb=691349236&55829.donation=form1&df_id=55829&FR_ID=27007&mfc_pref=T&PROXY_ID=15410539&PROXY_TYPE=20,9,88.89%,8,44.44%,2.11,00:03:30,0.00%,0,$0.00
/site/Donation2?idb=692311710&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15678888&PROXY_TYPE=20,9,55.56%,5,44.44%,1.67,00:00:43,0.00%,0,$0.00
/site/Donation2?idb=693662356&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14813978&PROXY_TYPE=20&s_subsrc=twitter-link-cyc-bpregopen&s_scr=bike-fy17-txh-reg-social,9,22.22%,2,66.67%,1.22,00:00:32,0.00%,0,$0.00
/site/Donation2?idb=704555128&df_id=58587&FR_ID=28953&mfc_pref=T&58587.donation=form1&PROXY_ID=16183671&PROXY_TYPE=20&NONCE_TOKEN=F853E70B357A7C7B57299EA20CCC3155&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,55.56%,5,33.33%,1.56,00:01:52,0.00%,0,$0.00
/site/Donation2?idb=709706690&58696.donation=form1&df_id=58696&FR_ID=28742&mfc_pref=T&PROXY_ID=4951728&PROXY_TYPE=20,9,66.67%,6,11.11%,4.22,00:04:59,0.00%,0,$0.00
/site/Donation2?idb=715380046&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=2405187&57786.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,9,88.89%,8,55.56%,1.67,00:02:11,0.00%,0,$0.00
/site/Donation2?idb=71742822&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=14508544&PROXY_TYPE=20&55896.donation=form1,9,100.00%,9,77.78%,1.44,00:00:19,0.00%,0,$0.00
/site/Donation2?idb=718153452&df_id=55802&FR_ID=27775&mfc_pref=T&PROXY_ID=15417140&PROXY_TYPE=20&55802.donation=form1,9,55.56%,5,66.67%,1.44,00:00:17,0.00%,0,$0.00
/site/Donation2?idb=721681048&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=8578421&55821.donation=form1&PROXY_TYPE=20&s_src=BF_emailbadge,9,100.00%,9,88.89%,1.22,00:00:05,0.00%,0,$0.00
/site/Donation2?idb=721872165&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=11897526&PROXY_TYPE=20,9,100.00%,9,0.00%,1.11,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=72331524&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=11759199&PROXY_TYPE=20&NONCE_TOKEN=1EC895D2C8F016C38327A3F8C10A0F2E&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,11.11%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=724674696&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=10230426&PROXY_TYPE=20&55952.donation=form1,9,0.00%,0,88.89%,1.11,00:01:48,0.00%,0,$0.00
/site/Donation2?idb=72970269&df_id=55818&FR_ID=27042&mfc_pref=T&PROXY_ID=15207825&PROXY_TYPE=20&55818.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,55.56%,5,0.00%,2.00,00:02:36,0.00%,0,$0.00
/site/Donation2?idb=730175974&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14779145&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,88.89%,8,0.00%,2.22,00:01:29,0.00%,0,$0.00
/site/Donation2?idb=73127386&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=13861082&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,44.44%,4,66.67%,1.67,00:01:13,0.00%,0,$0.00
/site/Donation2?idb=751033986&df_id=55810&55810.donation=form1&FR_ID=27711&mfc_pref=T&PROXY_ID=15402184&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,44.44%,4,77.78%,1.67,00:00:27,0.00%,0,$0.00
/site/Donation2?idb=754127927&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=14497806&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,9,88.89%,8,66.67%,1.56,00:01:23,0.00%,0,$0.00
/site/Donation2?idb=764471453&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14194734&55820.donation=form1&PROXY_TYPE=20,9,100.00%,9,0.00%,2.89,00:02:53,0.00%,0,$0.00
/site/Donation2?idb=767367092&df_id=58559&FR_ID=28940&mfc_pref=T&PROXY_ID=14397755&PROXY_TYPE=20&58559.donation=form1,9,55.56%,5,22.22%,1.89,00:02:34,0.00%,0,$0.00
/site/Donation2?idb=770663729&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=7830893&55820.donation=form1&PROXY_TYPE=20,9,66.67%,6,66.67%,1.22,00:00:43,0.00%,0,$0.00
"/site/Donation2?idb=773255442&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=494487&PROXY_TYPE=22&F_US_InternalCommunications_internal=&dm_t=0,0,0,0,0",9,22.22%,2,44.44%,2.11,00:03:49,0.00%,0,$0.00
/site/Donation2?idb=77542787&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=14619330&PROXY_TYPE=20&55952.donation=form1,9,88.89%,8,77.78%,1.67,00:01:22,0.00%,0,$0.00
/site/Donation2?idb=779903128&df_id=57897&57897.donation=form1&FR_ID=28311&mfc_pref=T&PROXY_ID=16026621&PROXY_TYPE=2&idb=1118918431,9,0.00%,0,88.89%,1.11,00:00:05,0.00%,0,$0.00
/site/Donation2?idb=779941216&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=1886820&PROXY_TYPE=20&55952.donation=form1&idb=1864407135,9,33.33%,3,88.89%,1.11,00:00:55,0.00%,0,$0.00
/site/Donation2?idb=783986617&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=11211103&PROXY_TYPE=20&55817.donation=form1,9,77.78%,7,55.56%,1.67,00:01:27,0.00%,0,$0.00
/site/Donation2?idb=786407011&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=5502001&55846.donation=form1&PROXY_TYPE=20&s_tafId=450794,9,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=79254532&df_id=57957&FR_ID=28428&mfc_pref=T&57957.donation=form1&PROXY_ID=9318751&PROXY_TYPE=20,9,44.44%,4,33.33%,2.67,00:04:51,0.00%,0,$0.00
/site/Donation2?idb=793943570&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=499968&PROXY_TYPE=22,9,33.33%,3,0.00%,3.33,00:08:08,0.00%,0,$0.00
/site/Donation2?idb=801801323&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=7043912&PROXY_TYPE=20&55952.donation=form1&idb=1738259400,9,0.00%,0,77.78%,1.22,00:01:44,0.00%,0,$0.00
/site/Donation2?idb=804803754&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=10426661&55820.donation=form1&PROXY_TYPE=20,9,88.89%,8,11.11%,2.44,00:01:35,0.00%,0,$0.00
/site/Donation2?idb=806780359&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=12889194&PROXY_TYPE=20&55825.donation=form1,9,88.89%,8,33.33%,2.44,00:05:26,0.00%,0,$0.00
/site/Donation2?idb=809503596&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=8337237&PROXY_TYPE=20&57849.donation=form1&NONCE_TOKEN=E736504D69595BB2D412F49BC993ED13,9,77.78%,7,44.44%,1.78,00:02:00,0.00%,0,$0.00
/site/Donation2?idb=819697630&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=13423545&PROXY_TYPE=20,9,88.89%,8,55.56%,1.44,00:00:40,0.00%,0,$0.00
/site/Donation2?idb=828766297&df_id=55823&FR_ID=27707&mfc_pref=T&PROXY_ID=15092600&55823.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,9,100.00%,9,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=83806927&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=15016482&PROXY_TYPE=20&NONCE_TOKEN=2721633399DB13CFD2E1BD998EBDDC79&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,44.44%,4,77.78%,1.56,00:00:30,0.00%,0,$0.00
/site/Donation2?idb=839872183&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=13834913&PROXY_TYPE=20&NONCE_TOKEN=6C4A03D3C1E5457761DF07353456E591&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,9,66.67%,6,55.56%,1.56,00:01:55,0.00%,0,$0.00
/site/Donation2?idb=854289114&df_id=58702&FR_ID=29052&mfc_pref=T&PROXY_ID=529468&58702.donation=form1&PROXY_TYPE=22,9,66.67%,6,44.44%,3.11,00:03:50,0.00%,0,$0.00
/site/Donation2?idb=85560130&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=14215118&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=BE132B5D4FCF455BA38271773F5E5DEB&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,22.22%,2,22.22%,4.33,00:02:26,0.00%,0,$0.00
/site/Donation2?idb=857091956&df_id=55827&FR_ID=27188&mfc_pref=T&PROXY_ID=15268235&PROXY_TYPE=20&55827.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,55.56%,5,44.44%,2.00,00:03:07,0.00%,0,$0.00
/site/Donation2?idb=858853058&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=455577&PROXY_TYPE=22&55827.donation=form1,9,100.00%,9,22.22%,1.78,00:03:32,0.00%,0,$0.00
/site/Donation2?idb=864697135&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=2065784&PROXY_TYPE=20&57852.donation=form1,9,77.78%,7,11.11%,3.89,00:04:38,0.00%,0,$0.00
/site/Donation2?idb=867468970&df_id=55820&FR_ID=27184&mfc_pref=T&PROXY_ID=10484155&55820.donation=form1&PROXY_TYPE=20,9,77.78%,7,33.33%,2.00,00:01:29,0.00%,0,$0.00
/site/Donation2?idb=870152090&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=9526139&PROXY_TYPE=20&57849.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,66.67%,6,22.22%,2.11,00:07:23,0.00%,0,$0.00
/site/Donation2?idb=87111782&df_id=52606&FR_ID=25437&PROXY_ID=10113177&PROXY_TYPE=20&52606.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,9,88.89%,8,44.44%,1.56,00:00:35,0.00%,0,$0.00
/site/Donation2?idb=880181167&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=14975577&55846.donation=form1&PROXY_TYPE=20&amp;df_id=55846&idb=901904593&amp;55846.donation=root&amp;FR_ID=27003&amp;PROXY_ID=14975577&amp;PROXY_TYPE=20&amp;mfc_pref=T,9,66.67%,6,0.00%,2.22,00:01:47,0.00%,0,$0.00
/site/Donation2?idb=891487836&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14739236&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,77.78%,7,0.00%,1.67,00:02:09,0.00%,0,$0.00
/site/Donation2?idb=895662435&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=3266500&PROXY_TYPE=20&amp;55807.donation=root&amp;df_id=55807&idb=100669622&amp;FR_ID=27037&amp;PROXY_ID=3266500&amp;PROXY_TYPE=20&amp;mfc_pref=T,9,77.78%,7,44.44%,2.44,00:02:02,0.00%,0,$0.00
/site/Donation2?idb=904601797&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15635736&55820.donation=form1&PROXY_TYPE=20&amp;df_id=55820&idb=2103104754&amp;55820.donation=root&amp;FR_ID=28105&amp;PROXY_ID=15635736&amp;PROXY_TYPE=20&amp;mfc_pref=T,9,77.78%,7,22.22%,2.56,00:04:07,0.00%,0,$0.00
/site/Donation2?idb=909357220&58696.donation=form1&df_id=58696&FR_ID=28742&mfc_pref=T&PROXY_ID=15699867&PROXY_TYPE=20&idb=1200329493,9,0.00%,0,88.89%,1.22,00:00:34,0.00%,0,$0.00
/site/Donation2?idb=910961602&57799.donation=form1&df_id=57799&FR_ID=28215&mfc_pref=T&PROXY_ID=14774958&PROXY_TYPE=20&NONCE_TOKEN=D2DA60B151CF0EE55280BD73EE81128C&s_subsrc=:sub_source&s_src=boundlessfundraising,9,77.78%,7,33.33%,1.44,00:06:06,0.00%,0,$0.00
/site/Donation2?idb=914922745&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=15468163&PROXY_TYPE=20&56012.donation=form1&amp;56012.donation=root&amp;df_id=56012&amp;FR_ID=27170&amp;PROXY_ID=15468163&amp;PROXY_TYPE=20&amp;mfc_pref=T,9,88.89%,8,88.89%,1.44,00:00:28,0.00%,0,$0.00
/site/Donation2?idb=918512320&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=15734885&PROXY_TYPE=20&NONCE_TOKEN=A9A20C2C829D981B4BB124A1928173B2,9,55.56%,5,77.78%,1.11,00:01:16,0.00%,0,$0.00
/site/Donation2?idb=921590657&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=7613450&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfAphPfClct&s_src=boundlessfundraising,9,0.00%,0,88.89%,1.22,00:00:09,0.00%,0,$0.00
/site/Donation2?idb=923183919&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=10568182&PROXY_TYPE=20&55817.donation=form1&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,9,88.89%,8,0.00%,2.89,00:04:37,0.00%,0,$0.00
/site/Donation2?idb=924051490&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=12944140&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=83AF888E8C39D9D2B6920A262A8CA339&pg=personal&px=12944140,9,11.11%,1,22.22%,2.67,00:01:40,0.00%,0,$0.00
/site/Donation2?idb=925870503&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=14501771&55821.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,66.67%,6,77.78%,1.78,00:00:50,0.00%,0,$0.00
/site/Donation2?idb=942548994&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=3013422&PROXY_TYPE=20&NONCE_TOKEN=9723ED9C478C5DC8642E6DDACDCC7FEE&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,9,100.00%,9,0.00%,1.00,00:00:16,0.00%,0,$0.00
/site/Donation2?idb=953612327&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15621673&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=38FE3737C2C0B7D60916D047F577B9BA&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,66.67%,6,33.33%,2.00,00:01:02,0.00%,0,$0.00
/site/Donation2?idb=966318728&df_id=55818&FR_ID=27042&mfc_pref=T&PROXY_ID=14538950&PROXY_TYPE=20&55818.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,44.44%,4,66.67%,2.44,00:01:19,0.00%,0,$0.00
/site/Donation2?idb=980915973&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=456849&PROXY_TYPE=22,9,44.44%,4,44.44%,3.11,00:01:53,0.00%,0,$0.00
/site/Donation2?idb=981382528&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=9472438&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,9,11.11%,1,22.22%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=991031721&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=11723858&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=C2C64BF4A2E1F902608D32A199D375C9&s_tafId=524535,9,11.11%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=994019108&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T,9,66.67%,6,44.44%,1.67,00:01:42,0.00%,0,$0.00
/site/Donation2?idb=994019108&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=8941072&PROXY_TYPE=20&NONCE_TOKEN=2514F5ECBEE08C1BF8E6B67962F88DB7&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,9,33.33%,3,55.56%,1.44,00:03:50,0.00%,0,$0.00
/site/Donation2?mfc_pref=T&57667.donation=form1&NONCE_TOKEN=8B74F6CFB163890BC3462DB616F99643&idb=1265556192&PROXY_ID=12629826&PROXY_TYPE=20&df_id=57667&FR_ID=28099,9,88.89%,8,77.78%,1.00,00:00:04,0.00%,0,$0.00
/site/Donation2?mfc_pref=T&PROXY_ID=15341377&PROXY_TYPE=20&55821.donation=form1&idb=1309104935&FR_ID=27053&df_id=55821,9,22.22%,2,77.78%,1.22,00:02:47,0.00%,0,$0.00
/site/Donation2?mfc_pref=T&PROXY_ID=15392665&s_subsrc=bfDskFbPfStream&55952.donation=form1&FR_ID=27061&s_src=boundlessfundraising&idb=217119661&PROXY_TYPE=20&df_id=55952,9,77.78%,7,88.89%,1.00,00:00:03,0.00%,0,$0.00
/site/Donation2?mfc_pref=T&PROXY_ID=15607233&s_subsrc=bfDskFbPfStream&FR_ID=27764&55825.donation=form1&s_src=boundlessfundraising&idb=1236746963&PROXY_TYPE=20&df_id=55825,9,77.78%,7,88.89%,1.11,00:00:07,0.00%,0,$0.00
/site/Donation2?mfc_pref=T&s_src=boundlessfundraising&PROXY_TYPE=20&FR_ID=28263&NONCE_TOKEN=9CD9852F46BCE70C7BEE5E4085D5A156&s_subsrc=bfDskFbPfMsg&PROXY_ID=15682600&57826.donation=form1&df_id=57826&idb=2404200,9,77.78%,7,55.56%,1.00,00:00:09,0.00%,0,$0.00
/site/Donation2?mfc_pref=T&s_src=boundlessfundraising&s_subsrc=bfIphPfClct&PROXY_TYPE=20&idb=1260098014&df_id=57754&NONCE_TOKEN=4F87D3A8E3749A9700E35B157BD9192E&FR_ID=28791&57754.donation=form1&PROXY_ID=15622598,9,100.00%,9,55.56%,1.11,00:00:37,0.00%,0,$0.00
/site/MessageViewer?dlv_id=158939&em_id=110722.0,9,66.67%,6,22.22%,2.33,00:00:52,0.00%,0,$0.00
/site/MessageViewer?em_id=140689.0,9,44.44%,4,22.22%,2.89,00:03:09,0.00%,0,$0.00
/site/MessageViewer?em_id=173202.0,9,77.78%,7,66.67%,1.33,00:00:08,0.00%,0,$0.00
/site/MessageViewer?em_id=209287.0&dlv_id=270681,9,11.11%,1,77.78%,1.22,00:00:15,0.00%,0,$0.00
/site/MessageViewer?em_id=212012.0&dlv_id=272945,9,77.78%,7,44.44%,2.67,00:02:22,0.00%,0,$0.00
/site/MessageViewer?em_id=215396.0&dlv_id=276348,9,22.22%,2,44.44%,1.22,00:01:39,0.00%,0,$0.00
/site/MessageViewer?em_id=217220.0&dlv_id=278425,9,55.56%,5,44.44%,2.33,00:02:58,0.00%,0,$0.00
/site/MessageViewer?em_id=220100.0&dlv_id=281835,9,55.56%,5,66.67%,1.89,00:00:37,11.11%,1,$0.00
/site/MessageViewer?em_id=221039.0&dlv_id=282894,9,33.33%,3,33.33%,2.89,00:02:50,0.00%,0,$0.00
/site/MessageViewer?em_id=59154.0,9,77.78%,7,88.89%,1.00,00:00:05,0.00%,0,$0.00
/site/News2?abbr=WAS_&page=NewsArticle&id=90758,9,100.00%,9,66.67%,1.11,00:00:01,0.00%,0,$0.00
/site/PageNavigator/BIKE_CAL_California.html,9,55.56%,5,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/PageNavigator/BIKE_MOS_Bike_Ride_Weekend,9,77.78%,7,66.67%,1.11,00:02:40,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAL_Awards,9,55.56%,5,44.44%,1.33,00:00:40,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAL_CenturyClub,9,77.78%,7,44.44%,1.56,00:00:43,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAL_Fundraising_WhyWeRide,9,66.67%,6,44.44%,1.44,00:01:41,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_DCW_champions,9,55.56%,5,77.78%,1.11,00:00:25,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_FLC_BikeShops,9,88.89%,8,33.33%,1.11,00:00:24,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_KSG_Landing_Page&fr_id=,9,22.22%,2,11.11%,5.33,00:10:44,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_National_Waiver_of_Liability,9,88.89%,8,33.33%,1.11,00:00:11,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_NJM_Letter,9,88.89%,8,88.89%,1.11,00:00:11,0.00%,0,$0.00
/site/PageServer/?NONCE_TOKEN=316EA77226F8AD1ECABE0EF87F7F8499&pagename=BIKE_MAM_Store,9,22.22%,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_KSG_OfficialBikeStores,9,88.89%,8,66.67%,1.11,00:00:16,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_MAM_Downloads,9,55.56%,5,44.44%,1.44,00:08:35,0.00%,0,$0.00
/site/PageServer/?pagename=BIKE_PAE_TeamMS,9,77.78%,7,22.22%,1.33,00:01:57,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_money_goes.html?NONCE_TOKEN=5DAC5E78898BAE018F0910127FCF99DE,9,0.00%,0,77.78%,1.44,00:03:19,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=1ED532CA3278439391DFFC41C59C9B51,9,44.44%,4,11.11%,2.67,00:02:23,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=645717A1DB3332CD771EC9735226434A,9,88.89%,8,88.89%,1.11,00:00:06,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=C69CF1BE204681C0FAFBA897433EAC48,9,55.56%,5,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=D77A07D20912D911779E0FAC9DAEBE44,9,11.11%,1,88.89%,1.11,00:00:08,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?NONCE_TOKEN=FBEE1C4DBAA593384F5A822B202B7D07,9,0.00%,0,0.00%,4.00,00:05:42,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?s_src=banner-1205119&s_subsrc=120482104-64183054,9,100.00%,9,44.44%,1.00,00:00:00,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_splash.html?s_src=banner-1205119&s_subsrc=120482106-64183633,9,100.00%,9,66.67%,1.00,00:00:00,0.00%,0,$0.00
/site/SPageServer?list_category_id=1879&pagename=BIKE_HOM_events&NONCE_TOKEN=783D53B9662D1E6BEBCB43EB82119753,9,44.44%,4,44.44%,2.22,00:01:52,0.00%,0,$0.00
/site/SPageServer?list_category_id=1893&starting_postal=44212&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS&s_subsrc=OHA-DCM-132789749-68917203,9,66.67%,6,33.33%,1.78,00:00:01,0.00%,0,$0.00
/site/SPageServer?list_category_id=1893&starting_postal=44212&pagename=BIKE_HOM_events&s_src=BMS-HOM-ADS&s_subsrc=OHA-OHI-CYC-FB-97547277,9,100.00%,9,33.33%,1.00,00:00:00,0.00%,0,$0.00
