# ----------------------------------------
# Bike MS - Luminate Pages
# Exit Pages
# 20160401-20171214
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/site/Donation2?57798.donation=form1&idb=616318592&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=5141961&PROXY_TYPE=20&NONCE_TOKEN=EC32E607F863D69C09AA24B9F5C51F89&s_tafId=538649,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=628682604&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=7046904&PROXY_TYPE=20,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=632499884&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15980698&PROXY_TYPE=20&NONCE_TOKEN=FCA1E063B7F8692625C43E281864E345&s_subsrc=bfAphSmsPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=632758327&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11220207&PROXY_TYPE=20,3,5,60.00%
/site/Donation2?57798.donation=form1&idb=639797268&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15518188&PROXY_TYPE=20&NONCE_TOKEN=16D1D9510AE0D9AA2671595707A92F76,3,5,60.00%
/site/Donation2?57798.donation=form1&idb=643270776&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=7594090&PROXY_TYPE=20&NONCE_TOKEN=795F3DD2D259BD28597EADFC8C917C5D&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=65954123&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=12691856&PROXY_TYPE=20&NONCE_TOKEN=B1AA5308089DAC4431AEB7598BBAD1DD&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=683044250&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=8979118&PROXY_TYPE=20,3,8,37.50%
/site/Donation2?57798.donation=form1&idb=707893810&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15258056&PROXY_TYPE=20&NONCE_TOKEN=9636F6B17B26E8C8C3D22E96A6D5FB9F&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=713933234&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13474254&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=735637804&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=5368356&PROXY_TYPE=20&NONCE_TOKEN=00E7820EE29EEFC39C0EEC62BFBCA259&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=736694725&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=9325724&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=745530734&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15680839&PROXY_TYPE=20,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=757241493&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15048928&PROXY_TYPE=20&NONCE_TOKEN=73F57E6727799A5579FC53E610A73C7E&s_subsrc=bfIphPfClct&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=765376955&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15678305&PROXY_TYPE=20&NONCE_TOKEN=61A70EE8274D9F5F7397EF51E6B7A4E8&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=772010879&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16146869&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,3,6,50.00%
/site/Donation2?57798.donation=form1&idb=785838573&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16157151&PROXY_TYPE=20&NONCE_TOKEN=ABB5106E420AAA6A52380EF5B8E5588B&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=787263981&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=5545191&PROXY_TYPE=20&NONCE_TOKEN=40C61A48D0E4D7FEC705681501F881A0,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=787793168&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15123797&PROXY_TYPE=20&NONCE_TOKEN=3780BA5DE6377BB72A2E4CF56E4B8678&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=805581282&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11309164&PROXY_TYPE=20&NONCE_TOKEN=57AC3C3ABEDEE73C2C5C8304BEF4F3F1,3,5,60.00%
/site/Donation2?57798.donation=form1&idb=809865219&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15742607&PROXY_TYPE=20&s_subsrc=:sub_source&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=810334243&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15540716&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=815697737&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13440222&PROXY_TYPE=20&NONCE_TOKEN=443604706940F9C6E788BC72D5B38D71&57798.donation=completed,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=824807039&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16248996&PROXY_TYPE=20&NONCE_TOKEN=CE3C12EBCAD54E163C0FC5E3613D2AD2&57798.donation=completed,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=841148879&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14526582&PROXY_TYPE=20&NONCE_TOKEN=8CE01E3C9561BF61C364F7F8AA1A75FE&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=842576549&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14934505&PROXY_TYPE=20&NONCE_TOKEN=248CF8C9EDD42984B713C552341B0025,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=844723129&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13648751&PROXY_TYPE=20,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=845530729&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=9447770&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=856062283&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14400241&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=859175242&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=12442712&PROXY_TYPE=20&NONCE_TOKEN=F0A98FAD04D689E6D6D8450D7589FD9F,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=863543218&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16267962&PROXY_TYPE=20&NONCE_TOKEN=22BC2EFD029820482EBF0AEA7B6D890E,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=865529478&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15449636&PROXY_TYPE=20&NONCE_TOKEN=DED2334C8205F1B16F1A38AEC96E4E38&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=865832765&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14936322&PROXY_TYPE=20,3,7,42.86%
/site/Donation2?57798.donation=form1&idb=86783670&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=9761541&PROXY_TYPE=20&NONCE_TOKEN=4AD68A4C44E72FB9AA542B7613F8E9D9,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=882541736&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15334857&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=885009250&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11220330&PROXY_TYPE=20&NONCE_TOKEN=E14F77BD4998C76DC6744E39C62FB817&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=891191635&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=1745272&PROXY_TYPE=20&NONCE_TOKEN=842401AD2059EAC783CE3DB29947E01D&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=891327091&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=7018056&PROXY_TYPE=20&NONCE_TOKEN=A439C877FEB938672AC5F263112F5B39&s_tafId=538649,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=903817761&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=7058223&PROXY_TYPE=20&NONCE_TOKEN=B1DD00193ADB6010D79D1BED631191CF&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=929377408&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11440606&PROXY_TYPE=20&NONCE_TOKEN=0D7369688BDD3425696446C43C17B85D&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=939373189&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15203020&PROXY_TYPE=20&NONCE_TOKEN=8AF948583F1922A0E2AB201DDCC248A9&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=951320311&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=10693733&PROXY_TYPE=20&NONCE_TOKEN=F932663D5CA5E5F5C1CCD7C62FF20601&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=951512026&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15432724&PROXY_TYPE=20&NONCE_TOKEN=382EA50A7B4112C189D39A9A4FC4BA82,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=95535432&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13730438&PROXY_TYPE=20&NONCE_TOKEN=EE417CF8D9117587FACF1EE3B6E28858&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,3,5,60.00%
/site/Donation2?57798.donation=form1&idb=96474326&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13581090&PROXY_TYPE=20,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=969127209&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15995685&PROXY_TYPE=20&NONCE_TOKEN=EA4502E10357D83E1CF376F960160112,3,6,50.00%
/site/Donation2?57798.donation=form1&idb=969232604&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=6814270&PROXY_TYPE=20&NONCE_TOKEN=AEC193ADA993504DC5173B016E66361D,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=974537936&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14492951&PROXY_TYPE=20&NONCE_TOKEN=F2E0668BBEED70D6856BBEFA37897A48&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=979321047&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=10059328&PROXY_TYPE=20&NONCE_TOKEN=3BB04FD810C4F23A1D45D156D808825E,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=982030761&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14407407&PROXY_TYPE=20&NONCE_TOKEN=566E8073F59B77DE9579499DACD97F6E,3,4,75.00%
/site/Donation2?57798.donation=form1&idb=9826628&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15685839&PROXY_TYPE=20&NONCE_TOKEN=97E4752AC232D5CAD5F2D451F6ACAB2B&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=991137935&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15351844&PROXY_TYPE=20&NONCE_TOKEN=DADE98C7E22588AFCD9C73BA1E171C22&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57798.donation=form1&idb=994285809&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=5074276&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57825.donation=completed&idb=1584479247&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=3122379&PROXY_TYPE=20&57825.donation=root,3,3,100.00%
/site/Donation2?57825.donation=completed&idb=39112523&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=6628395&PROXY_TYPE=20&57825.donation=root,3,3,100.00%
/site/Donation2?57825.donation=completed&idb=961636441&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=2109843&PROXY_TYPE=20&57825.donation=root,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=1038633543&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15816119&PROXY_TYPE=20&NONCE_TOKEN=4CA874250BF6B53AC71CA285A68D22F0,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=1066559161&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=12822878&PROXY_TYPE=20&NONCE_TOKEN=C16F1BC0CC7E3063EC268AAAC95A6754&s_subsrc=bfDskFbPfDonor&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=130140561&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15816135&PROXY_TYPE=20&NONCE_TOKEN=CEEC41A46E6BE8FE4C0F3271D612DC5B&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57825.donation=form1&idb=1440135660&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=9097722&PROXY_TYPE=20&NONCE_TOKEN=1CE4008D22BEEEE9D725EA9122907E28&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=1446372800&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=500438&PROXY_TYPE=22,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=15786401&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=13907819&PROXY_TYPE=20&NONCE_TOKEN=A30F4DE94883120170E9AA1BCE0127DB,3,4,75.00%
/site/Donation2?57825.donation=form1&idb=1664204584&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15791312&PROXY_TYPE=20&NONCE_TOKEN=FC5B0831930BA109C4D934653E5225BE&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,3,5,60.00%
/site/Donation2?57825.donation=form1&idb=1714382435&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15791312&PROXY_TYPE=20&NONCE_TOKEN=8A2526DC53220CEDB5A22AC8BCA7E1C5&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57825.donation=form1&idb=181110235&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=6510672&PROXY_TYPE=20&NONCE_TOKEN=C7491F58900097CDE4FBB9FEE6471D7D&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=1921859976&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=12342650&PROXY_TYPE=20&57825.donation=root,3,16,18.75%
/site/Donation2?57825.donation=form1&idb=2053541889&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15791312&PROXY_TYPE=20&NONCE_TOKEN=41E2511C2ECA5F5F219AFEB1FA4F3D0E&57825.donation=completed,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=433172606&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=13844772&PROXY_TYPE=20&NONCE_TOKEN=1EAA2B7DC41F332CC1BE8F25238A2B6F&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=441139387&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=1906166&PROXY_TYPE=20,3,4,75.00%
/site/Donation2?57825.donation=form1&idb=525174319&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=14937563&PROXY_TYPE=20&NONCE_TOKEN=04A067079968C1AF3E987EB27CC26765,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=587484133&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=12849676&PROXY_TYPE=20&NONCE_TOKEN=A98D4883573EAB0D721643CBA14D86CC,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=630509194&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=2109736&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57825.donation=form1&idb=985486449&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15940024&PROXY_TYPE=20&NONCE_TOKEN=2D3AD4EA365AFC1A5AF9BD69D513E44D&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57857.donation=completed&idb=1035283291&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=3970128&PROXY_TYPE=20&57857.donation=root,3,3,100.00%
/site/Donation2?57857.donation=completed&idb=1074227209&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16154127&PROXY_TYPE=20&57857.donation=root,3,5,60.00%
/site/Donation2?57857.donation=completed&idb=1811517627&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=14442436&PROXY_TYPE=20&57857.donation=root,3,3,100.00%
/site/Donation2?57857.donation=completed&idb=77971662&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=1770593&PROXY_TYPE=20&57857.donation=root,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1045257992&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=10426911&PROXY_TYPE=20&NONCE_TOKEN=8A31C7EFA5E98E38DD0B65DAFDF77C04&s_tafId=633541,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1049606003&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=2167627&PROXY_TYPE=20&NONCE_TOKEN=E0875B7913F4C2656247E3708A06C6B9&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57857.donation=form1&idb=1060402925&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=13648808&PROXY_TYPE=20&NONCE_TOKEN=BA17D0D6FD7E005D4A81E09B93EEFBB0&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1099382875&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=1875020&PROXY_TYPE=20,3,28,10.71%
/site/Donation2?57857.donation=form1&idb=1231907999&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=3957595&PROXY_TYPE=20&NONCE_TOKEN=12F04B596E8ADF8CF1C698D639E7F0BA&s_tafId=617445,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1358907958&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=14890071&PROXY_TYPE=20&NONCE_TOKEN=22CC233A1648E927EFE2D1AE8ECB19A4&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1387478465&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=2131925&PROXY_TYPE=20,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1389201104&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=14521774&PROXY_TYPE=20&NONCE_TOKEN=365A0F05AEAFCC1DD9DD1CF604997072&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57857.donation=form1&idb=1693257181&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=8585935&PROXY_TYPE=20&NONCE_TOKEN=CF31595BAFE38E456BB13E2D752BB45E&s_tafId=615562,3,4,75.00%
/site/Donation2?57857.donation=form1&idb=1759010841&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=9807475&PROXY_TYPE=20&NONCE_TOKEN=EAD4573EA31FB9EDD323E31D76B490D7,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=1781360652&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=14890071&PROXY_TYPE=20&NONCE_TOKEN=BB21D3DEDEFDC5835DEA3A8BFACCF70C&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57857.donation=form1&idb=1943921577&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16114007&PROXY_TYPE=20,3,6,50.00%
/site/Donation2?57857.donation=form1&idb=1949485324&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=2706037&PROXY_TYPE=20&NONCE_TOKEN=E28A6319BB4AEB6B3E6DD24F1BF558A8,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=297559882&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16186059&PROXY_TYPE=20&57857.donation=completed,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=398713539&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16227968&PROXY_TYPE=20&NONCE_TOKEN=C718D62BDD7CAAFADA7BAAB190BA2B83&s_tafId=628409,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=4114949&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=8585935&PROXY_TYPE=20&NONCE_TOKEN=47391B45361B35EF8D9AEF54A1315EE0&s_tafId=615562,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=450034164&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16090739&PROXY_TYPE=20&NONCE_TOKEN=FBBBBA29AEB18948887FDCCA3EAAC5EC&s_subsrc=bfItbFbPfSched&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?57857.donation=form1&idb=707530675&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=15736422&PROXY_TYPE=20&NONCE_TOKEN=36357085D0C3F7402960E65AC9DF2EE8&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,5,60.00%
/site/Donation2?57857.donation=form1&idb=70872824&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=14733030&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,3,5,60.00%
/site/Donation2?57857.donation=form1&idb=745381498&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=509084&PROXY_TYPE=22&amp;df_id=57857&amp;FR_ID=28283&amp;PROXY_ID=509084&57857.donation=root&amp;PROXY_TYPE=22&amp;idb=1058736538&amp;mfc_pref=T,3,16,18.75%
/site/Donation2?57857.donation=form1&idb=921429563&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=4448786&PROXY_TYPE=20&NONCE_TOKEN=BFCF16ECB854821733C6239F0F5B1762&s_tafId=546682,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=954899441&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=15398713&PROXY_TYPE=20&NONCE_TOKEN=80AFD5A51767AC60CCDAF2F53F7B37AC&57857.donation=completed,3,3,100.00%
/site/Donation2?57857.donation=form1&idb=969969579&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16147112&PROXY_TYPE=20&amp;df_id=57857&amp;FR_ID=28283&amp;PROXY_ID=16147112&57857.donation=root&amp;PROXY_TYPE=20&amp;idb=728355280&amp;mfc_pref=T,3,7,42.86%
/site/Donation2?57857.donation=form1&idb=998836662&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16234511&PROXY_TYPE=20&NONCE_TOKEN=83AFB6AC3A31561214E968D74BD37C72&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?58537.donation=completed&idb=413451963&df_id=58537&FR_ID=28920&mfc_pref=T&PROXY_ID=16048835&PROXY_TYPE=20&58537.donation=root,3,3,100.00%
/site/Donation2?58537.donation=form1&idb=1863027709&df_id=58537&FR_ID=28920&mfc_pref=T&PROXY_ID=12628476&PROXY_TYPE=20&NONCE_TOKEN=8E2531E62563B182E133F106911CDD46&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?58539.donation=completed&idb=1031385444&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=1957628&PROXY_TYPE=20&NONCE_TOKEN=42B8748E45A165D8A7AAA428A166BCE6&58539.donation=root,3,3,100.00%
/site/Donation2?58539.donation=completed&idb=1411012681&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=15377072&PROXY_TYPE=20&58539.donation=root,3,3,100.00%
/site/Donation2?58539.donation=completed&idb=1418534551&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=10120668&PROXY_TYPE=20&58539.donation=root,3,3,100.00%
/site/Donation2?58539.donation=completed&idb=146871812&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=13666967&PROXY_TYPE=20&58539.donation=root,3,3,100.00%
/site/Donation2?58539.donation=completed&idb=1972226575&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=10719145&PROXY_TYPE=20&58539.donation=root,3,3,100.00%
/site/Donation2?58539.donation=form1&idb=1198922580&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=13443834&PROXY_TYPE=20&NONCE_TOKEN=625B725EF8C904CA3CA20F6B06AB8D0C&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?58539.donation=form1&idb=1204412759&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=9701874&PROXY_TYPE=20&NONCE_TOKEN=3EB7B3A71CF3D5F6640D539E1C6D079D,3,3,100.00%
/site/Donation2?58539.donation=form1&idb=1221612170&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=5113335&PROXY_TYPE=20&NONCE_TOKEN=7EC05CACE42D031CCB823C3CE274216F&s_subsrc=bfDskFbPfCphoto&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?58539.donation=form1&idb=1390055696&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=3237506&PROXY_TYPE=20&NONCE_TOKEN=F79189502DAA7760DBF2113B91DDA9C3&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,3,4,75.00%
/site/Donation2?58539.donation=form1&idb=150691892&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=1785243&PROXY_TYPE=20&NONCE_TOKEN=7437CEA4D3257501E1CFBCFCF1532EA2&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,3,3,100.00%
/site/Donation2?58539.donation=form1&idb=1521221363&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=8596473&PROXY_TYPE=20,3,8,37.50%
